policy_id,policy_name,category,subcategory,department,description,version,effective_date,review_cycle,approval_authority,is_mandatory,last_updated_year,details
1459,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Admin,"Details the full and final settlement components, timeline, and document checklist.",v2.0,21/01/2024,As Needed,Line Manager,No,2024,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1460,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Engineering,"Outlines notice period duration by grade, buyout options, and early release criteria.",v3.0,28/02/2021,Annual,HR Executive,Yes,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1461,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Sales,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.1,16/02/2023,Annual,Line Manager,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1462,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Finance,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.1,09/08/2022,Bi-Annual,HR Manager,No,2022,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1463,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Legal,Covers the post-employment obligations on confidentiality and non-solicitation.,v2.0,12/08/2022,Quarterly,Department Head,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 24}"
1464,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Operations,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.1,26/11/2023,Quarterly,HR Executive,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 6}"
1465,Full & Final Settlement — Separation & Exit,Separation & Exit,Full & Final Settlement,Operations,"Outlines notice period duration by grade, buyout options, and early release criteria.",v1.1,26/11/2023,As Needed,Department Head,No,2023,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1466,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Sales,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.1,14/10/2023,Annual,CHRO,Yes,2023,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1467,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Legal,Defines the formal resignation submission process and acknowledgment procedure.,v1.1,04/03/2021,Quarterly,CHRO,No,2021,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1468,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,HR,"Details the full and final settlement components, timeline, and document checklist.",v3.0,07/02/2023,Quarterly,Line Manager,Yes,2023,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1469,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Finance,Covers the post-employment obligations on confidentiality and non-solicitation.,v1.0,23/03/2023,Bi-Annual,HR Executive,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1470,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Customer Support,"Outlines notice period duration by grade, buyout options, and early release criteria.",v1.0,27/11/2024,As Needed,HR Manager,No,2024,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1471,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,HR,"Specifies the exit interview process, feedback confidentiality, and data usage.",v2.0,24/11/2023,Bi-Annual,Department Head,Yes,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 6}"
1472,Full & Final Settlement — Separation & Exit,Separation & Exit,Full & Final Settlement,Admin,Covers the post-employment obligations on confidentiality and non-solicitation.,v1.1,01/08/2021,As Needed,CHRO,Yes,2021,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1473,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Operations,Covers the post-employment obligations on confidentiality and non-solicitation.,v1.0,11/04/2021,Annual,HR Manager,No,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1474,Non-Disclosure Agreement — Separation & Exit,Separation & Exit,Non-Disclosure Agreement,Legal,"Details the full and final settlement components, timeline, and document checklist.",v3.0,19/03/2021,Bi-Annual,CHRO,No,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1475,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Legal,Covers the post-employment obligations on confidentiality and non-solicitation.,v1.1,02/03/2023,Annual,CHRO,No,2023,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1476,Non-Disclosure Agreement — Separation & Exit,Separation & Exit,Non-Disclosure Agreement,Marketing,Covers the post-employment obligations on confidentiality and non-solicitation.,v2.0,25/03/2024,Quarterly,Department Head,Yes,2024,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1477,Notice Period Policy — Separation & Exit,Separation & Exit,Notice Period Policy,Operations,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.1,16/01/2021,As Needed,HR Executive,No,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1478,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Marketing,Defines the formal resignation submission process and acknowledgment procedure.,v1.0,27/03/2022,Quarterly,Department Head,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 24}"
1479,Non-Disclosure Agreement — Separation & Exit,Separation & Exit,Non-Disclosure Agreement,Sales,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.1,01/05/2023,Annual,HR Executive,Yes,2023,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1480,Notice Period Policy — Separation & Exit,Separation & Exit,Notice Period Policy,Admin,Defines the formal resignation submission process and acknowledgment procedure.,v3.0,20/11/2023,As Needed,HR Executive,Yes,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1481,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Engineering,"Details the full and final settlement components, timeline, and document checklist.",v3.0,13/05/2021,As Needed,HR Manager,Yes,2021,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1482,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,HR,"Details the full and final settlement components, timeline, and document checklist.",v1.0,24/05/2024,As Needed,CHRO,Yes,2024,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1483,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Operations,"Specifies the exit interview process, feedback confidentiality, and data usage.",v2.1,25/07/2021,As Needed,Line Manager,Yes,2021,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 6}"
1484,Full & Final Settlement — Separation & Exit,Separation & Exit,Full & Final Settlement,HR,"Outlines notice period duration by grade, buyout options, and early release criteria.",v2.0,15/07/2023,Annual,Line Manager,No,2023,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 6}"
1485,Non-Disclosure Agreement — Separation & Exit,Separation & Exit,Non-Disclosure Agreement,Customer Support,"Details the full and final settlement components, timeline, and document checklist.",v1.0,17/02/2021,Annual,Line Manager,No,2021,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1486,Full & Final Settlement — Separation & Exit,Separation & Exit,Full & Final Settlement,IT,Defines the formal resignation submission process and acknowledgment procedure.,v1.0,26/03/2022,As Needed,HR Manager,No,2022,"{""notice_period_days"": 60, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1487,Non-Disclosure Agreement — Separation & Exit,Separation & Exit,Non-Disclosure Agreement,Customer Support,"Specifies the exit interview process, feedback confidentiality, and data usage.",v1.2,06/02/2022,Bi-Annual,CHRO,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1488,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,HR,Defines the formal resignation submission process and acknowledgment procedure.,v3.0,28/11/2024,As Needed,HR Executive,No,2024,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1489,Resignation Process — Separation & Exit,Separation & Exit,Resignation Process,Engineering,"Outlines notice period duration by grade, buyout options, and early release criteria.",v1.1,28/01/2022,Annual,HR Manager,Yes,2022,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 60, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 24}"
1490,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Sales,"Outlines notice period duration by grade, buyout options, and early release criteria.",v1.2,14/01/2024,Bi-Annual,HR Executive,No,2024,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 30, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
1491,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,Finance,"Outlines notice period duration by grade, buyout options, and early release criteria.",v1.2,11/01/2021,As Needed,Line Manager,No,2021,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1492,Exit Interview — Separation & Exit,Separation & Exit,Exit Interview,IT,"Specifies the exit interview process, feedback confidentiality, and data usage.",v2.1,23/01/2022,As Needed,Line Manager,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 24}"
1493,Rehire Policy — Separation & Exit,Separation & Exit,Rehire Policy,Sales,"Specifies the exit interview process, feedback confidentiality, and data usage.",v2.0,23/07/2024,Quarterly,Line Manager,No,2024,"{""notice_period_days"": 30, ""notice_buyout_allowed"": ""Yes"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""Yes"", ""rehire_eligible_after_months"": 12}"
1494,Notice Period Policy — Separation & Exit,Separation & Exit,Notice Period Policy,Customer Support,"Outlines notice period duration by grade, buyout options, and early release criteria.",v3.0,10/12/2022,As Needed,CHRO,Yes,2022,"{""notice_period_days"": 90, ""notice_buyout_allowed"": ""No"", ""fnf_settlement_days"": 45, ""exit_interview_mandatory"": ""No"", ""rehire_eligible_after_months"": 12}"
